Date,Time,Longitude,Latitude
05-04-2025,03:08:09,67.38928333,-6.681333333
05-04-2025,04:32:28,67.39133333,-6.67835
05-04-2025,10:04:23,67.3983,-6.66425
05-04-2025,15:38:19,67.40461667,-6.654133333
05-04-2025,21:09:29,67.41328333,-6.643566667
05-04-2025,21:19:09,67.41371667,-6.64325
06-04-2025,02:15:00,67.42588333,-6.637616667
06-04-2025,07:35:48,67.43661667,-6.630216667
06-04-2025,12:53:58,67.43813333,-6.630133333
06-04-2025,13:00:49,67.43803333,-6.630166667
06-04-2025,13:35:04,67.43758333,-6.632483333
06-04-2025,13:47:05,67.4375,-6.633666667
06-04-2025,14:02:23,67.438,-6.636633333
12-04-2025,17:28:54,68.33246667,-7.4286
12-04-2025,17:33:21,68.33163333,-7.429216667
12-04-2025,18:06:17,68.32615,-7.433166667
13-04-2025,09:20:26,68.21838333,-7.592016667
14-04-2025,21:48:12,68.2781,-7.981683333
14-04-2025,21:48:24,68.2781,-7.981683333
